id_et_flight,friendly_id,departure_point,arrival_point,departure_time,arrival_time,et_flight_date,capacity,quantity,is_active
67,DE797A2991E6409,SKBO,LKPR,23:57,21:01,2020-06-08,370,0,1
68,063425E4E167452,LKPR,SKBO,17:47,15:55,2020-06-08,310,0,1
69,35FBC9BAF0094CD,SKBO,LDZA,00:02,22:12,2020-06-08,290,0,1
70,92B292A294A641E,LDZA,SKBO,10:26,08:29,2020-06-08,370,0,1
71,908992981EA342A,SKBO,LDZA,12:02,10:10,2020-06-08,360,0,1
72,CB76B4A79B88402,LDZA,SKBO,22:26,20:26,2020-06-08,260,0,1
73,9498574395BA415,SKBO,EKCH,02:35,23:44,2020-06-08,270,0,1
74,34642E4274354B6,EKCH,SKBO,02:59,23:01,2020-06-08,270,0,1
75,2B91379709C8414,SKBO,EKCH,10:35,07:43,2020-06-08,260,0,1
76,209D82830C534A4,EKCH,SKBO,10:59,07:02,2020-06-08,320,0,1
77,AD0316E3206C411,SKBO,EKCH,18:35,15:45,2020-06-08,350,0,1
78,250F2B42815B48A,EKCH,SKBO,18:59,15:05,2020-06-08,380,0,1
79,944594FCCF4F486,SKBO,LZIB,02:31,00:41,2020-06-08,260,0,1
80,70EB796D5EB6476,LZIB,SKBO,08:14,06:20,2020-06-08,270,0,1
81,8A29633155D54C2,SKBO,LZIB,14:31,12:37,2020-06-08,290,0,1
82,1565C4C966CF4FE,LZIB,SKBO,20:14,18:17,2020-06-08,310,0,1
83,8945B5D41C154D2,SKBO,LJLJ,04:04,02:12,2020-06-08,330,0,1
84,0A4591080E6A457,LJLJ,SKBO,01:54,23:58,2020-06-08,250,0,1
85,5FA613FF8F25493,SKBO,LJLJ,12:04,10:07,2020-06-08,280,0,1
86,69CBBFDB2B6B4EE,LJLJ,SKBO,09:54,07:02,2020-06-08,250,0,1
87,1BFD6CF17BC74FB,SKBO,LJLJ,20:04,18:04,2020-06-08,350,0,1
88,937E573512014E7,LJLJ,SKBO,17:54,15:02,2020-06-08,280,0,1
89,DE021787D8E946E,SKBO,LEMD,11:08,08:21,2020-06-08,270,0,1
90,7BB4E976C577426,LEMD,SKBO,01:48,22:50,2020-06-08,370,0,1
91,7F1F97B2823442A,SKBO,LEMD,23:08,20:14,2020-06-08,270,0,1
92,477C5D249E744F2,LEMD,SKBO,13:48,10:48,2020-06-08,250,0,1
93,3892BF26A5E54D7,SKBO,EETN,01:34,23:39,2020-06-08,260,0,1
94,D71E5C620A1349E,EETN,SKBO,05:56,03:02,2020-06-08,320,0,1
95,D46321927F2A418,SKBO,EETN,13:34,11:39,2020-06-08,350,0,1
96,01B779A03C364B8,EETN,SKBO,17:56,15:10,2020-06-08,310,0,1
97,7C7FE652B457425,SKBO,EFHK,08:58,05:11,2020-06-08,300,0,1
98,5A8484EB3768458,EFHK,SKBO,03:44,00:53,2020-06-08,360,0,1
99,71F2C0B815A3433,SKBO,EFHK,20:58,17:12,2020-06-08,300,0,1
100,F6D088D4CC834A2,EFHK,SKBO,15:44,12:48,2020-06-08,350,0,1
101,7DA39D1FC285428,SKBO,LFPG,03:25,00:38,2020-06-08,290,0,1
102,37F4811B947B4C0,LFPG,SKBO,09:03,06:15,2020-06-08,310,0,1
103,AAFD73C420A441B,SKBO,LFPG,15:25,12:29,2020-06-08,390,0,1
104,8BF646179E3A4B8,LFPG,SKBO,21:03,18:11,2020-06-08,350,0,1
105,19E09D797B9F451,SKBO,LGAV,00:18,21:29,2020-06-08,360,0,1
106,C9B18DC36AAF47B,LGAV,SKBO,06:00,03:08,2020-06-08,260,0,1
107,B1962EAE0924441,SKBO,LGAV,12:18,09:29,2020-06-08,300,0,1
108,0F3496D241BE406,LGAV,SKBO,18:00,15:14,2020-06-08,330,0,1
109,D0F9D7E56F6F44C,SKBO,EHAM,01:37,22:50,2020-06-08,350,0,1
110,D6D8F6EA9B0C4D9,EHAM,SKBO,00:42,21:49,2020-06-08,380,0,1
111,CDD475FA1FB6454,SKBO,EHAM,09:37,06:45,2020-06-08,380,0,1
112,0E99E614603F444,EHAM,SKBO,08:42,05:56,2020-06-08,340,0,1
113,A06C3E7140934D8,SKBO,EHAM,17:37,14:47,2020-06-08,260,0,1
114,05DEB66D69514B7,EHAM,SKBO,16:42,13:44,2020-06-08,310,0,1
115,C9B5DF95ABB347A,SKBO,LHBP,11:15,09:21,2020-06-08,280,0,1
116,9F409EB9734540F,LHBP,SKBO,04:16,02:18,2020-06-08,300,0,1
117,A4B08B566BE941F,SKBO,LHBP,23:15,21:24,2020-06-08,300,0,1
118,CF052B4F87E9443,LHBP,SKBO,16:16,14:18,2020-06-08,350,0,1
119,2D23251406614AE,SKBO,EIDW,00:26,20:31,2020-06-08,280,0,1
120,51B6862718EE4A3,EIDW,SKBO,10:26,06:34,2020-06-08,380,0,1
121,ACD633C2A9A3469,SKBO,EIDW,12:26,08:30,2020-06-08,250,0,1
122,5F29E3F1ADC143D,EIDW,SKBO,22:26,18:38,2020-06-08,260,0,1
123,99870E29D328409,SKBO,BIKF,00:41,22:47,2020-06-08,310,0,1
124,20533BED2EBB438,BIKF,SKBO,06:02,04:03,2020-06-08,330,0,1
125,F95C25F768E845B,SKBO,BIKF,12:41,10:55,2020-06-08,280,0,1
126,082F96DF09A24B1,BIKF,SKBO,18:02,16:04,2020-06-08,340,0,1
127,0BFF73540FB247B,SKBO,LIRA,04:29,01:34,2020-06-08,350,0,1
128,E81CB2F7621A4FB,LIRA,SKBO,03:32,00:37,2020-06-08,350,0,1
129,8FAA0BD868014D7,SKBO,LIRA,12:29,09:32,2020-06-08,280,0,1
130,2FFCBD85FBB243A,LIRA,SKBO,11:32,08:36,2020-06-08,290,0,1
131,392071A841B8470,SKBO,LIRA,20:29,17:40,2020-06-08,380,0,1
132,46569410F76440E,LIRA,SKBO,19:32,16:35,2020-06-08,340,0,1
133,A4B8EE426AE7412,SKBO,EVRA,09:15,07:25,2020-06-08,270,0,1
134,4F6CFF537B14470,EVRA,SKBO,07:22,05:24,2020-06-08,280,0,1
135,E8FBAD578EB5406,SKBO,EVRA,21:15,19:25,2020-06-08,320,0,1
136,482D53C7EC654C6,EVRA,SKBO,19:22,17:35,2020-06-08,380,0,1
137,965A2EDAE1E849C,SKBO,ELLX,09:57,06:11,2020-06-08,390,0,1
138,41C1DA7BB62A4A9,ELLX,SKBO,04:32,01:41,2020-06-08,250,0,1
139,DA8BB270CA904EB,SKBO,ELLX,21:57,18:08,2020-06-08,290,0,1
140,1FBC712D5C0B44D,ELLX,SKBO,16:32,13:46,2020-06-08,270,0,1
141,8D588438674148A,SKBO,LMML,01:28,22:38,2020-06-08,270,0,1
142,62560A6AFBD749E,LMML,SKBO,04:05,01:19,2020-06-08,310,0,1
143,FAD3EE70DACC441,SKBO,LMML,09:28,06:32,2020-06-08,280,0,1
144,0652B9D9579643E,LMML,SKBO,12:05,09:06,2020-06-08,250,0,1
145,94B22D8DC4304FF,SKBO,LMML,17:28,14:30,2020-06-08,260,0,1
146,CF862218356B4BB,LMML,SKBO,20:05,17:15,2020-06-08,350,0,1
147,55BAA22DBDCF4CF,SKBO,ENGM,10:33,07:37,2020-06-08,250,0,1
148,510A94C6E7B24DC,ENGM,SKBO,11:03,08:04,2020-06-08,370,0,1
149,8D41028A7629495,SKBO,ENGM,22:33,19:40,2020-06-08,330,0,1
150,D5DFF902048E463,ENGM,SKBO,23:03,20:07,2020-06-08,270,0,1
151,A7E556F30E99455,SKBO,EPMO,01:06,23:11,2020-06-08,320,0,1
152,7F159454830F43F,EPMO,SKBO,01:13,23:25,2020-06-08,250,0,1
153,F34143A420A54DA,SKBO,EPMO,13:06,11:07,2020-06-08,360,0,1
154,EE0F2D000FCB4FD,EPMO,SKBO,13:13,11:24,2020-06-08,340,0,1
155,E8F6EA3B50D14DD,SKBO,LPPT,08:22,06:31,2020-06-08,260,0,1
156,DDCA7C23E29749F,LPPT,SKBO,11:54,09:55,2020-06-08,330,0,1
157,7715FDC4F625409,SKBO,LPPT,20:22,18:33,2020-06-08,390,0,1
158,49A6E7D2FFCB444,LPPT,SKBO,23:54,21:55,2020-06-08,350,0,1
159,91C6EFB2F992401,SKBO,EGLL,07:53,05:06,2020-06-08,330,0,1
160,8FE1BAF9085043F,EGLL,SKBO,03:45,01:57,2020-06-08,340,0,1
161,565F5FC5A0F8419,SKBO,EGLL,15:53,13:01,2020-06-08,360,0,1
162,357E278521C9473,EGLL,SKBO,11:45,09:47,2020-06-08,270,0,1
163,A2272B46789849F,SKBO,EGLL,23:53,21:58,2020-06-08,360,0,1
164,4878F10B35F7448,EGLL,SKBO,19:45,17:53,2020-06-08,270,0,1
165,1909B2741F9A4EF,SKBO,ESKN,01:58,22:59,2020-06-08,320,0,1
166,FC764E8F64E44C8,ESKN,SKBO,06:22,03:26,2020-06-08,270,0,1
167,1101EF082A654F6,SKBO,ESKN,13:58,10:04,2020-06-08,350,0,1
168,F6E65F97919F4E9,ESKN,SKBO,18:22,15:24,2020-06-08,340,0,1
169,F1197FB52A964B2,SKBO,LSZB,01:15,22:26,2020-06-08,270,0,1
170,EF11F202E09D480,LSZB,SKBO,02:13,23:27,2020-06-08,260,0,1
171,E34096182AAD4D2,SKBO,LSZB,13:15,10:29,2020-06-08,360,0,1
172,43E9855C3C67471,LSZB,SKBO,14:13,11:25,2020-06-08,360,0,1
173,6A6845EFF205460,SVMI,SEQM,06:50,15:59,2020-06-08,230,0,1
174,AD11BEA6CD54441,SVMI,SEQM,18:50,03:53,2020-06-08,290,0,1
175,67462903E70B46C,SEQM,SPIM,02:24,11:36,2020-06-08,250,0,1
176,9954EE90C6D742A,SEQM,SPIM,14:24,23:37,2020-06-08,240,0,1
177,7A6DEC6653A2440,SEQM,SLLP,01:18,11:23,2020-06-08,280,0,1
178,E590D7C283D542E,SLLP,SEQM,01:13,11:21,2020-06-08,260,0,1
179,B23AFF13E6BA4C1,SEQM,SLLP,09:18,19:31,2020-06-08,210,0,1
180,AA3EEC184685448,SLLP,SEQM,09:13,19:15,2020-06-08,280,0,1
181,702AB6F7D8884E0,SEQM,SLLP,17:18,03:23,2020-06-08,250,0,1
182,82AD63D890FB487,SLLP,SEQM,17:13,03:25,2020-06-08,240,0,1
183,B2458938F800480,SCEL,SEQM,02:19,13:19,2020-06-08,260,0,1
184,A80458AC4F554BF,SCEL,SEQM,10:19,21:23,2020-06-08,200,0,1
185,CBB898EA5A684A5,SCEL,SEQM,18:19,05:21,2020-06-08,240,0,1
186,8895E91BC5FC4AF,SABE,SEQM,00:45,11:45,2020-06-08,200,0,1
187,0CAD64C7156F41F,SABE,SEQM,12:45,23:47,2020-06-08,280,0,1
188,1C570F15322B4B5,SEQM,SUAA,10:55,20:00,2020-06-08,200,0,1
189,DCC3505B25AC487,SEQM,SUAA,22:55,08:57,2020-06-08,240,0,1
190,7E6858CA178E421,LATI,SEQM,07:24,05:34,2020-06-08,250,0,1
191,47CAB8E67AE14A5,LATI,SEQM,19:24,17:28,2020-06-08,300,0,1
192,8001EE146769487,SEQM,EDDI,10:31,07:34,2020-06-08,280,0,1
193,A313B05A7E2C4E4,SEQM,EDDI,22:31,19:45,2020-06-08,270,0,1
194,5E2DAB142D444C2,UMMS,SEQM,01:14,23:21,2020-06-08,270,0,1
195,2674743F730046A,UMMS,SEQM,09:14,07:22,2020-06-08,390,0,1
196,6F12028422FC4CE,UMMS,SEQM,17:14,15:19,2020-06-08,280,0,1
197,AA9C9050D539470,SEQM,LKPR,10:16,08:17,2020-06-08,310,0,1
198,16697022CD0E42E,SEQM,LKPR,22:16,20:22,2020-06-08,300,0,1
199,AC64EC0AD1DF461,SEQM,EKCH,00:13,21:23,2020-06-08,340,0,1
200,F55FF21D2C02441,EKCH,SEQM,10:58,07:00,2020-06-08,350,0,1
201,905E771B0F534FB,SEQM,EKCH,12:13,09:15,2020-06-08,380,0,1
202,C9FE2EBCF2214A2,EKCH,SEQM,22:58,19:58,2020-06-08,250,0,1
203,FAE28161BECB4A9,LZIB,SEQM,04:37,02:49,2020-06-08,280,0,1
204,2BC323D76EC645E,LZIB,SEQM,16:37,14:45,2020-06-08,380,0,1
205,ABBBE73C01B44C1,SEQM,LJLJ,01:50,23:53,2020-06-08,260,0,1
206,CF9B881C6D7F46E,SEQM,LJLJ,09:50,07:00,2020-06-08,320,0,1
207,E8FEEF1EA0614F4,SEQM,LJLJ,17:50,15:51,2020-06-08,390,0,1
208,3A195C6E721240C,SEQM,LEMD,04:12,01:22,2020-06-08,340,0,1
209,33EC2164DC0A49A,SEQM,LEMD,16:12,13:23,2020-06-08,270,0,1
210,3A3298D0FA2F422,EETN,SEQM,09:51,07:57,2020-06-08,280,0,1
211,3AF47E8FF1AA43D,EETN,SEQM,21:51,19:53,2020-06-08,280,0,1
212,994983EE4078488,SEQM,EFHK,08:57,05:08,2020-06-08,260,0,1
213,0D8E04490A674FA,SEQM,EFHK,20:57,17:06,2020-06-08,390,0,1
214,E037034E0494404,LHBP,SEQM,05:41,03:47,2020-06-08,270,0,1
215,E682C0490A844B9,LHBP,SEQM,17:41,15:51,2020-06-08,270,0,1
216,60F9427FEF7F492,EIDW,SEQM,07:21,03:35,2020-06-08,320,0,1
217,2F111A8C0C90430,EIDW,SEQM,15:21,11:35,2020-06-08,270,0,1
218,6EC0587E7F83410,EIDW,SEQM,23:21,19:34,2020-06-08,250,0,1
219,88A0217606894C3,SEQM,BIKF,01:02,23:02,2020-06-08,330,0,1
220,1B5316BFC4D0498,SEQM,BIKF,09:02,07:08,2020-06-08,360,0,1
221,7BD12207531D466,SEQM,BIKF,17:02,15:02,2020-06-08,340,0,1
222,8786A7178AA647D,LIRA,SEQM,00:38,21:46,2020-06-08,340,0,1
223,B8377BB6FB964A3,LIRA,SEQM,12:38,09:51,2020-06-08,290,0,1
224,6A6C011D578A4E3,SEQM,EVRA,01:35,23:45,2020-06-08,330,0,1
225,A62148D6C4DD454,EVRA,SEQM,08:38,06:50,2020-06-08,280,0,1
226,C02E94B476FD4A6,SEQM,EVRA,13:35,11:42,2020-06-08,380,0,1
227,6B519B867991442,EVRA,SEQM,20:38,18:40,2020-06-08,300,0,1
228,27CC12C669A14E7,SEQM,LMML,06:51,03:59,2020-06-08,260,0,1
229,A72A6BA3B2E14DA,SEQM,LMML,18:51,15:05,2020-06-08,270,0,1
230,CD737C48DE7B434,SEQM,EGLL,04:07,02:13,2020-06-08,310,0,1
231,EEE0B85262814EE,EGLL,SEQM,04:55,02:58,2020-06-08,390,0,1
232,9037FC12B8574F2,SEQM,EGLL,16:07,14:17,2020-06-08,250,0,1
233,DF8021D5CB4C44A,EGLL,SEQM,16:55,14:57,2020-06-08,270,0,1
234,BA064C16B0C3458,ESKN,SEQM,05:43,02:51,2020-06-08,250,0,1
235,3E8267FC23024D6,ESKN,SEQM,17:43,14:44,2020-06-08,260,0,1
236,1B19BC0FA3A543F,SEQM,LSZB,00:44,21:47,2020-06-08,350,0,1
237,2881A366646F475,LSZB,SEQM,06:59,03:00,2020-06-08,330,0,1
238,A610F011CC7347E,SEQM,LSZB,08:44,05:58,2020-06-08,290,0,1
239,BE7CCC3D9588472,LSZB,SEQM,14:59,11:02,2020-06-08,360,0,1
240,9D68D4D4603145B,SEQM,LSZB,16:44,13:51,2020-06-08,250,0,1
241,991CAB914D40448,LSZB,SEQM,22:59,19:59,2020-06-08,350,0,1
242,53DDEB800AFE4E2,SUAA,SVMI,02:08,12:08,2020-06-08,290,0,1
243,654525D7260C4E4,SUAA,SVMI,14:08,00:11,2020-06-08,220,0,1
244,107349904990472,SVMI,EDDI,01:09,22:12,2020-06-08,280,0,1
245,79454A5624D74CD,EDDI,SVMI,04:28,01:42,2020-06-08,330,0,1
246,E9E000452ACE433,SVMI,EDDI,13:09,10:16,2020-06-08,320,0,1
247,3AF4C865F0B74BE,EDDI,SVMI,16:28,13:29,2020-06-08,390,0,1
248,7ECEC66F07D34AD,LOWW,SVMI,02:31,23:31,2020-06-08,330,0,1
249,AE78DC66C32040B,LOWW,SVMI,14:31,11:35,2020-06-08,390,0,1
250,2754EDA32F8B4EE,EBCI,SVMI,04:02,01:05,2020-06-08,350,0,1
251,45080444BF404A3,EBCI,SVMI,12:02,09:13,2020-06-08,350,0,1
252,9E97C818D6524D6,EBCI,SVMI,20:02,17:09,2020-06-08,350,0,1
253,6B522F8292F74ED,SVMI,UMMS,02:13,00:13,2020-06-08,350,0,1
254,2D30856F5BC449B,SVMI,UMMS,14:13,12:20,2020-06-08,250,0,1
255,89482915C6C7414,LDZA,SVMI,09:33,07:45,2020-06-08,270,0,1
256,9D9804F18BB3438,LDZA,SVMI,21:33,19:35,2020-06-08,290,0,1
257,E9D3F0DEF253472,SVMI,LJLJ,00:23,22:37,2020-06-08,390,0,1
258,6CF84F2B474F481,SVMI,LJLJ,12:23,10:29,2020-06-08,330,0,1
259,EBBDF2A6C3514BB,LEMD,SVMI,02:00,23:08,2020-06-08,330,0,1
260,85B80D7990D4478,LEMD,SVMI,14:00,11:04,2020-06-08,300,0,1
261,E3093F02F91E458,SVMI,LFPG,01:59,22:08,2020-06-08,290,0,1
262,EEBF03ECCC9C458,SVMI,LFPG,13:59,10:08,2020-06-08,330,0,1
263,BC99F54F8FB443A,SVMI,LGAV,03:44,00:44,2020-06-08,250,0,1
264,FCACFFC3305644B,SVMI,LGAV,15:44,12:44,2020-06-08,250,0,1
265,1315401ADBC041B,LIRA,SVMI,05:30,02:39,2020-06-08,390,0,1
266,546F4EFE00734CF,LIRA,SVMI,17:30,14:36,2020-06-08,280,0,1
267,61F4113281694C7,SVMI,EVRA,04:09,02:18,2020-06-08,340,0,1
268,892D35200BD247C,SVMI,EVRA,12:09,10:15,2020-06-08,270,0,1
269,E9BD2A1F580F422,SVMI,EVRA,20:09,18:15,2020-06-08,250,0,1
270,B7A6F43F8EF0437,ELLX,SVMI,11:21,08:26,2020-06-08,360,0,1
271,CEA06A7F81434E7,ELLX,SVMI,23:21,20:27,2020-06-08,300,0,1
272,25EB7855D18444C,ENGM,SVMI,03:06,00:09,2020-06-08,320,0,1
273,9488ECEEDF8A4E1,ENGM,SVMI,15:06,12:08,2020-06-08,360,0,1
274,F66E7D5D3DDC4D0,EPMO,SVMI,04:50,02:54,2020-06-08,300,0,1
275,F5F8E6409602461,EPMO,SVMI,16:50,14:56,2020-06-08,370,0,1
276,16EE8631FBD4448,EGLL,SVMI,02:04,00:06,2020-06-08,360,0,1
277,E8ADE7C2AC5B489,EGLL,SVMI,14:04,12:13,2020-06-08,280,0,1
278,FBFDDB150031457,SBBR,SABE,04:20,13:27,2020-06-08,280,0,1
279,00D6C9BF4F5F493,SBBR,SABE,16:20,01:25,2020-06-08,220,0,1
280,425C51AA8ED24C0,SGAS,SBBR,10:14,20:22,2020-06-08,210,0,1
281,E96E7AF81FEE472,SGAS,SBBR,22:14,08:27,2020-06-08,200,0,1
282,005789BBAF09400,SBBR,EDDI,06:53,01:05,2020-06-08,330,0,1
283,FCE8E5F595A9411,SBBR,EDDI,18:53,13:00,2020-06-08,270,0,1
284,A628B260F551475,SBBR,EBCI,08:10,03:16,2020-06-08,250,0,1
285,FE185CACC2754E8,SBBR,EBCI,20:10,15:12,2020-06-08,300,0,1
286,7AF9D865D347465,SBBR,UMMS,10:36,06:48,2020-06-08,250,0,1
287,F4041B1BB350411,UMMS,SBBR,06:16,02:25,2020-06-08,300,0,1
288,417E66D40B51496,SBBR,UMMS,22:36,18:36,2020-06-08,340,0,1
289,A5F9688243CE4E8,UMMS,SBBR,18:16,14:30,2020-06-08,290,0,1
290,3DCC79EBFF6B4E5,LBSF,SBBR,09:09,05:09,2020-06-08,290,0,1
291,35D654D1BAF244F,LBSF,SBBR,21:09,17:19,2020-06-08,360,0,1
292,BB5099D5196A4E2,SBBR,EKCH,10:10,05:14,2020-06-08,320,0,1
293,96C770A3718045E,SBBR,EKCH,22:10,17:12,2020-06-08,370,0,1
294,DDE6E2ABBB6A40A,SBBR,LJLJ,11:37,07:37,2020-06-08,380,0,1
295,C945F96E55DA4A0,SBBR,LJLJ,23:37,19:37,2020-06-08,300,0,1
296,693F18B8FB1E418,EHAM,SBBR,06:57,01:00,2020-06-08,270,0,1
297,EC63EF45518B4DA,EHAM,SBBR,14:57,09:59,2020-06-08,290,0,1
298,CB110BB1142C458,EHAM,SBBR,22:57,17:00,2020-06-08,340,0,1
299,FA9B9C11A99943A,BIKF,SBBR,10:09,06:23,2020-06-08,270,0,1
300,A20B2F160A1846B,BIKF,SBBR,22:09,18:15,2020-06-08,330,0,1
301,C48D6E873E584C3,SBBR,EVRA,05:17,01:26,2020-06-08,340,0,1
302,7AB906D1B26D405,SBBR,EVRA,17:17,13:17,2020-06-08,360,0,1
303,58484CFB3EF34E2,LPPT,SBBR,10:49,06:54,2020-06-08,390,0,1
304,52A2CB06B246451,LPPT,SBBR,22:49,18:00,2020-06-08,380,0,1
305,6E8D0A3B465E4E0,LSZB,SBBR,07:32,02:40,2020-06-08,300,0,1
306,AE0AF333BD6948F,LSZB,SBBR,15:32,10:34,2020-06-08,370,0,1
307,73B5AFCA720B46C,LSZB,SBBR,23:32,18:36,2020-06-08,320,0,1
308,2DC01323018E404,SPIM,SLLP,09:09,19:12,2020-06-08,200,0,1
309,7E80411A274F4D4,SLLP,SPIM,08:12,18:25,2020-06-08,240,0,1
310,0223A00172BF49D,SPIM,SLLP,21:09,07:15,2020-06-08,270,0,1
311,9D667D207E354EF,SLLP,SPIM,20:12,06:21,2020-06-08,280,0,1
312,678BA6F8C4974E6,SPIM,SCEL,11:20,22:22,2020-06-08,200,0,1
313,8671748D31B5405,SPIM,SCEL,23:20,10:25,2020-06-08,220,0,1
314,902B28DCC1254D3,SPIM,SABE,00:40,11:50,2020-06-08,220,0,1
315,79743693D05B495,SPIM,SABE,12:40,23:43,2020-06-08,280,0,1
